p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1,1,1,75,1,75,1,1,1,6,1,1,1
1,3,1,60,1,49,1,1,1,1,1,1,1
1,1,1,4,1,4,1,1,1,3,1,1,1
1,3,1,43,1,43,1,1,1,1,1,1,1
1,1,1,69,1,49,1,1,1,2,1,1,1
1,1,1,130,1,38,1,1,1,1,1,1,1
1,1,1,1,1,3,1,1,1,5,1,1,1
1,2,1,11,1,9,1,1,1,4,1,1,1
1,1,1,88,1,6,1,1,1,3,1,1,1
1,1,1,1,1,1,1,1,1,2,1,1,1
1,2,1,42,1,14,1,1,1,1,1,1,1
1,1,1,24,1,24,1,1,1,2,1,1,1
1,1,1,56,1,19,1,1,1,3,1,1,1
1,1,1,14,1,14,1,1,1,2,1,1,1
1,2,1,45,1,43,1,1,1,2,1,1,1
1,1,1,1,1,7,1,1,1,1,1,1,1
1,1,1,54,1,25,1,1,1,4,1,1,1
1,1,1,1,1,4,1,1,1,1,1,1,1
1,1,1,1,1,3,1,1,1,2,1,1,1
1,1,1,17,1,17,1,1,1,1,1,1,1
1,5,1,19,1,19,1,1,1,3,1,1,1
1,2,1,1,1,6,1,1,1,3,1,1,1
1,2,1,9,1,9,1,1,1,2,1,1,1
1,1,1,40,1,33,1,1,1,1,1,1,1
1,2,1,30,1,30,1,1,1,7,1,1,1
1,1,1,1,1,1,1,1,1,2,1,1,1
1,4,1,155,1,57,1,1,1,1,1,1,1
1,3,1,33,1,33,1,1,1,4,1,1,1
1,1,1,20,1,20,1,1,1,2,1,1,1
1,5,1,11,1,10,1,1,1,1,1,1,1
1,2,1,29,1,22,1,1,1,4,1,1,1
1,10,1,1,1,2,1,1,1,1,1,1,1
